Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,type (product.metafields.product.type),Biometric authentication method (product.metafields.shopify.biometric-authentication-method),Charging interface type (product.metafields.shopify.charging-interface-type),Connectivity technology (product.metafields.shopify.connectivity-technology),Display technology (product.metafields.shopify.display-technology),Headphone jack type (product.metafields.shopify.headphone-jack-type),Ingress protection (IP) rating (product.metafields.shopify.ingress-protection-ip-rating),Operating system (product.metafields.shopify.operating-system),Processor cores (product.metafields.shopify.processor-cores),Processor family (product.metafields.shopify.processor-family),Wi-Fi standard (product.metafields.shopify.wi-fi-standard),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
2025new-upgrad-smart-watch-for-men-women-1-83inch-full-touch-display-bt-call-sports-monitoring-smartwatch-for-android-ios-phone,"Generic Smart Watch (App Download Available, Band Detachable)","Function: App Download Available
Accessory Type: 1charger table 2iNstruction 3original box 4watch strap
Activity Tracked: Other
Activity Tracked: Steps Tracker
Activity Tracked: Distance Tracker
Activity Tracked: Calorie Tracker
Activity Tracked: Activity Tracker
App name: HryFine
Application Age Group: Adult
Function: Band Detachable
Band Material: Silica Gel
Band length[mm]: 230
Band width[mm]: 20
Battery Capacity(mAh): 220-300mah
Battery Life: 1
Battery Life: 1
Bluetooth-compatible Version: 5.3
Brand Name: PENGAGAR
CPU Manufacturer: MediaTek
CPU Model: smartwatch pro
Case Material: Alloy
Category: Smart Watches
Certification: CE
Certification: Dot
Certification: EAC
Certification: EPA
Certification: FCC
Certification: GMP
Certification: RoHS
Certification: TGA
Certification: UL
Certification: KC
Certification: pse
Certification: weee
Certification: MIC
Certification: BQB
Certification: NCC
Certification: SRRC
Certification: PRO65
Certification: TPCH
Certification: BPA
Certification: CEC
Certification: DOE
Certification: fda
Certification: CPSC
Certification: Reach
Function: Choice
Compatibility: All Compatible
Dial Window Material Type: Hardlex
Display Size: 1.83""
Function: fitness tracker
Function: sleep tracker
Function: Message Reminder
Function: Call Reminder
Function: Answer Call
Function: Dial Call
Function: Remote Control
Function: Push Message
Function: 24 hour instruction
Function: Chronograph
Function: Alarm Clock
Function: World Time
Function: Permanent Calendar
Function: Power Reserve
Function: week
Function: Month
Function: Heart Rate Tracker
Function: Interactive Music
Function: Noctilucent
Function: Calendar
Function: Lighting
Function: Countdown
Function: Calculators
Function: Oxymeter
High-concerned chemical: None
Language: English
Language: Russian
Language: Spanish
Language: Polish
Language: Portuguese
Language: Turkish
Language: Italian
Language: French
Language: German
Language: Hebrew
Language: Dutch
Language: Arabic
Language: Indonesian
Function: Mechanism
Metrics measured: Other
Metrics measured: Sleep Monitor
Model: y13
Movement Type: Electronic
Function: Multiple Dials
Network Mode: None
Origin: Mainland China
RAM: 128 MB
ROM: 128 MB
Rear Camera: None
Resolution: 240/482
Screen Material: OLED
Screen Shape: SQUARE
Style: SPORT
System: Android Wear
System: Proprietary OS
System: Android OS
System: iOS
System: None
System: Wear OS
System: Color OS
System: HarmonyOS
System: FreeRTOS
System: Wacth OS
System: Zepp OS
System: DuWear
System: Tizen OS
Function: Touch Screen
Type: On Wrist
Function: Voice Assistant Built-In
Waterproof Grade: Life Waterproof
smartwatch function: Multiple Sports
smartwatch function: Sedentary Clock
smartwatch function: Wireless Call
smartwatch function: Music
smartwatch function: Camera Control
smartwatch function: Pedometer
smartwatch function: Notification
smartwatch function: Watch Face Gallery
smartwatch function: Drink Water Reminder
smartwatch function: Calculators
smartwatch function: Weather
smartwatch function: Find Phone
smartwatch function: Alarm Clock
smartwatch function: 1.83inch",Generic,Electronics,Smart Watch,"App Download Available, Band Detachable, 1, Choice, All Compatible, 1.83"", fitness tracker, sleep tracker, Message Reminder, Call Reminder, Answer Call, Dial Call, Remote Control, Push Message, 24 hour instruction, Chronograph, Alarm Clock, World Time, Permanent Calendar, Power Reserve, week, Month, Heart Rate Tracker, Interactive Music, Noctilucent, Calendar, Lighting, Countdown, Calculators, Oxymeter, Mechanism, Multiple Dials, 128 MB, 240/482, Touch Screen, Voice Assistant Built-In, Smartwatch, Smart Watch",false,Color,Black,,Size,Sports Smart Watch,,,,,14:193#Black;5:361385#Sports Smart Watch,96.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,20.67,6.89,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S91d2347a68c84530a6a78cbd4ff1a2f3l.webp?v=1773402505,1,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S2387984a6e5a42f3a1c9c05556a53464l.webp?v=1773402505,kg,,6.89,active
2025new-upgrad-smart-watch-for-men-women-1-83inch-full-touch-display-bt-call-sports-monitoring-smartwatch-for-android-ios-phone,,,,,,,,,Silver,,,Sports Smart Watch,,,,,14:29#Silver;5:361385#Sports Smart Watch,96.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,20.31,6.77,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S0e81c2be453f4771a203987ef67d116a7.webp?v=1773402505,2,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S0e5acbd19f8f4dc2b4b7599c999b1fc5S.webp?v=1773402505,kg,,6.77,active
2025new-upgrad-smart-watch-for-men-women-1-83inch-full-touch-display-bt-call-sports-monitoring-smartwatch-for-android-ios-phone,,,,,,,,,Pink Mesh Belt,,,Sports Smart Watch,,,,,14:496#Pink Mesh Belt;5:361385#Sports Smart Watch,96.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,22.44,7.48,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S727d445bc350468496241f47bc192190N.webp?v=1773402506,3,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S91d2347a68c84530a6a78cbd4ff1a2f3l.webp?v=1773402505,kg,,7.48,active
2025new-upgrad-smart-watch-for-men-women-1-83inch-full-touch-display-bt-call-sports-monitoring-smartwatch-for-android-ios-phone,,,,,,,,,Golden Mesh Belt,,,Sports Smart Watch,,,,,14:366#Golden Mesh Belt;5:361385#Sports Smart Watch,96.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,22.68,7.56,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/Sf3ea2fd21e64426e9e1d894fbc9ec4e5O.webp?v=1773402505,4,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/Sabfa3f398a3d4f06aa75260c4a6b729aL.webp?v=1773402505,kg,,7.56,active
2025new-upgrad-smart-watch-for-men-women-1-83inch-full-touch-display-bt-call-sports-monitoring-smartwatch-for-android-ios-phone,,,,,,,,,Black Mesh Belt,,,Sports Smart Watch,,,,,14:173#Black Mesh Belt;5:361385#Sports Smart Watch,96.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,22.62,7.54,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/Se7a5e39ccd1a41c6989fbd8a3720a8cbL.webp?v=1773402506,5,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S8893529c464241ec8aa48926625b06bau.webp?v=1773402505,kg,,7.54,active
2025new-upgrad-smart-watch-for-men-women-1-83inch-full-touch-display-bt-call-sports-monitoring-smartwatch-for-android-ios-phone,,,,,,,,,Silver Mesh Belt,,,Sports Smart Watch,,,,,14:691#Silver Mesh Belt;5:361385#Sports Smart Watch,96.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,22.38,7.46,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S3cd824439ea0453296a7e352e9742e2bF.webp?v=1773402506,6,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S7f2fb21f05b34d3790df70bf0b88bdc5Z.webp?v=1773402505,kg,,7.46,active
2025new-upgrad-smart-watch-for-men-women-1-83inch-full-touch-display-bt-call-sports-monitoring-smartwatch-for-android-ios-phone,,,,,,,,,Golden,,,Sports Smart Watch,,,,,14:10#Golden;5:361385#Sports Smart Watch,96.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,20.58,6.86,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/Sabfa3f398a3d4f06aa75260c4a6b729aL.webp?v=1773402505,7,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S1bed55fd3bbb443399f8dd0b33dbe03ed.webp?v=1773402505,kg,,6.86,active
2025new-upgrad-smart-watch-for-men-women-1-83inch-full-touch-display-bt-call-sports-monitoring-smartwatch-for-android-ios-phone,,,,,,,,,Pink,,,Sports Smart Watch,,,,,14:175#Pink;5:361385#Sports Smart Watch,96.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,20.70,6.90,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S8893529c464241ec8aa48926625b06bau.webp?v=1773402505,8,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S6c2b10b729f84afe99701769b3c65537b.webp?v=1773402505,kg,,6.90,active
2025new-upgrad-smart-watch-for-men-women-1-83inch-full-touch-display-bt-call-sports-monitoring-smartwatch-for-android-ios-phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S7f2fb21f05b34d3790df70bf0b88bdc5Z.webp?v=1773402505,9,,,,,,,,,,,,,,,,,,,,,,,,
2025new-upgrad-smart-watch-for-men-women-1-83inch-full-touch-display-bt-call-sports-monitoring-smartwatch-for-android-ios-phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S1bed55fd3bbb443399f8dd0b33dbe03ed.webp?v=1773402505,10,,,,,,,,,,,,,,,,,,,,,,,,
2025new-upgrad-smart-watch-for-men-women-1-83inch-full-touch-display-bt-call-sports-monitoring-smartwatch-for-android-ios-phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S6c2b10b729f84afe99701769b3c65537b.webp?v=1773402505,11,,,,,,,,,,,,,,,,,,,,,,,,
2025new-upgrad-smart-watch-for-men-women-1-83inch-full-touch-display-bt-call-sports-monitoring-smartwatch-for-android-ios-phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S2387984a6e5a42f3a1c9c05556a53464l.webp?v=1773402505,12,,,,,,,,,,,,,,,,,,,,,,,,
2025new-upgrad-smart-watch-for-men-women-1-83inch-full-touch-display-bt-call-sports-monitoring-smartwatch-for-android-ios-phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S0e5acbd19f8f4dc2b4b7599c999b1fc5S.webp?v=1773402505,13,,,,,,,,,,,,,,,,,,,,,,,,
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,"Generic Smart Watch (App Download Available, Band Detachable)","24-hour scientific sleep monitoring: remote care for friends and family
AI dial: AI intelligent Q&A
Function: App Download Available
Accessory Type: charging cable
Accessory Type: user manual
Accessory Type: packaging box
Activity Tracked: Other
Activity Tracked: Steps Tracker
Activity Tracked: Distance Tracker
Activity Tracked: Calorie Tracker
Activity Tracked: Activity Tracker
App name: DeepFit
Application Age Group: Elder
Function: Band Detachable
Band Material: Silica Gel
Band length[mm]: 250
Band width[mm]: 22
Battery Capacity(mAh): 300-450mah
Battery Life: 7
Bluetooth-compatible Version: 5.1
Brand Name: yaocx
CPU Manufacturer: qualcomm
CPU Model: AC6963A
Case Material: Alloy
Category: Smart Watches
Certification: CE
Certification: FCC
Certification: RoHS
Certification: CEC
Function: Choice
Compatibility: All Compatible
Dial Window Material Type: Glass
Dial Window Material Type: Coated Glass
Dial Window Material Type: Sapphire Crystal
Display Size: 2.04""
ECG electrocardiogram: micro physical examination
Function: Shock Resistant
Function: Passometer
Function: fitness tracker
Function: sleep tracker
Function: Message Reminder
Function: Call Reminder
Function: Answer Call
Function: Dial Call
Function: Push Message
Function: 24 hour instruction
Function: Chronograph
Function: Alarm Clock
Function: World Time
Function: Calorie Counter
Function: Multiple Time Zone
Function: Power Reserve
Function: Perspective Window
Function: week
Function: Phase of the Moon
Function: Speed Measurement
Function: Month
Function: Heart Rate Tracker
Function: Interactive Music
Function: Noctilucent
Function: Thermometer
Function: Calendar
Function: Countdown
Function: Calculators
High-concerned chemical: None
Language: English
Language: Russian
Language: Spanish
Language: Polish
Language: Portuguese
Language: Turkish
Language: Italian
Language: French
Language: German
Language: Korean
Language: Japanese
Launch Date: 2025
Function: Mechanism
Metrics measured: Heart Rate Monitor
Metrics measured: Women's Health Monitoring
Metrics measured: Other
Metrics measured: Blood Oxygen Monitor
Metrics measured: Sleep Monitor
Metrics measured: Blood Pressure Monitor
Metrics measured: Body Temperature Monitor
Model: TK16
Movement Type: Electronic
Function: Multiple Dials
Network Mode: None
Origin: Mainland China
RAM: <128MB
ROM: <128MB
Rear Camera: None
Resolution: 368*448
Screen Material: AMOLED
Screen Shape: SQUARE
Style: Healthy
System: Android Wear
System: Proprietary OS
System: Android OS
System: iOS
Function: Touch Screen
Type: On Wrist
Type: Belt
Function: Voice Assistant Built-In
Waterproof Grade: Life Waterproof
Weight: 65
blood composition measurement: body composition
blood oxygen monitoring: blood pressure monitoring
emotion detection: fatigue detection
emperature monitoring: Bluetooth call
heart health analysis: heart rate monitoring
metoclopramide function: SOS emergency call function
respiratory training: women's health
step counting: multi sport mode",Generic,Electronics,Smart Watch,"App Download Available, Band Detachable, 7, Choice, All Compatible, 2.04"", Shock Resistant, Passometer, fitness tracker, sleep tracker, Message Reminder, Call Reminder, Answer Call, Dial Call, Push Message, 24 hour instruction, Chronograph, Alarm Clock, World Time, Calorie Counter, Multiple Time Zone, Power Reserve, Perspective Window, week, Phase of the Moon, Speed Measurement, Month, Heart Rate Tracker, Interactive Music, Noctilucent, Thermometer, Calendar, Countdown, Calculators, Mechanism, Multiple Dials, <128MB, 368*448, Touch Screen, Voice Assistant Built-In, Smartwatch, Smart Watch",false,Color,Pink,,Size,Nursing Grade,,,,,14:175#Pink;5:100009342#Nursing Grade,218.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,116.88,38.96,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/Sccbbec2534f0409694e409d8d9f561e4X.webp?v=1773402504,1,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S1181a43852f746a6ae330cd5e18eaf5ai.webp?v=1773402504,kg,,38.96,active
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,Gray,,,Nursing Grade,,,,,14:193#Gray;5:100009342#Nursing Grade,218.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,116.88,38.96,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S2841cd9fe7ea4a9794ec3fa5be2e41c92.webp?v=1773402504,2,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/Se92d1820e5f24fa1bba1f2a49d7af248M.webp?v=1773402504,kg,,38.96,active
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,Black,,,Nursing Grade,,,,,14:29#Black;5:100009342#Nursing Grade,218.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,116.91,38.97,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S72c8f7289bed468fb93dbfee4435c676s.webp?v=1773402504,3,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S7c248bf2805044e1a13f483b4c352991h.webp?v=1773402504,kg,,38.97,active
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,Silver Steel B 2A,,,Nursing Grade,,,,,14:771#Silver Steel B 2A;5:100009342#Nursing Grade,218.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,134.43,44.81,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S1e36cd79bdae4838b90ee73e214f86f5u.webp?v=1773402504,4,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S7d1a9689edd54ca695a85274ec25a8d2B.webp?v=1773402505,kg,,44.81,active
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,Black Steel B 2A,,,Nursing Grade,,,,,14:1063#Black Steel B 2A;5:100009342#Nursing Grade,218.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,134.28,44.76,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S10bb715cbbe1418ba142ff586035328dI.webp?v=1773402504,5,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S1ee70e27f98d4fc88b7e206b947a88bbA.webp?v=1773402504,kg,,44.76,active
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,Silver Steel Belt 2A,,,Nursing Grade,,,,,14:1202#Silver Steel Belt 2A;5:100009342#Nursing Grade,218.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,133.80,44.60,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S1b4129decd3c42afabf43016651a1d85N.webp?v=1773402504,6,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/Sa2d95e17e8f74629a21d1692fbd5081aB.webp?v=1773402504,kg,,44.60,active
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,Black Steel Belt 2A,,,Nursing Grade,,,,,14:100018786#Black Steel Belt 2A;5:100009342#Nursing Grade,218.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,133.80,44.60,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/Se92d1820e5f24fa1bba1f2a49d7af248M.webp?v=1773402504,7,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S4782ae674ffe45c3a2ad4947670409c63.webp?v=1773402504,kg,,44.60,active
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,Silver Mesh Belt 2A,,,Nursing Grade,,,,,14:350852#Silver Mesh Belt 2A;5:100009342#Nursing Grade,218.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,128.88,42.96,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S7c248bf2805044e1a13f483b4c352991h.webp?v=1773402504,8,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S87cd9984e9084c619343186b89701ec4T.webp?v=1773402504,kg,,42.96,active
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,Black Mesh Belt 2A,,,Nursing Grade,,,,,14:365458#Black Mesh Belt 2A;5:100009342#Nursing Grade,218.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,128.88,42.96,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/Sa2d95e17e8f74629a21d1692fbd5081aB.webp?v=1773402504,9,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S82fa1fbaf2934aab837f306d919588c2y.webp?v=1773402504,kg,,42.96,active
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,Silver Steel B,,,Nursing Grade,,,,,14:200003699#Silver Steel B;5:100009342#Nursing Grade,218.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,127.17,42.39,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S4782ae674ffe45c3a2ad4947670409c63.webp?v=1773402504,10,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/Sf543f36e2dae4332ac6c2f70c0078965n.webp?v=1773402504,kg,,42.39,active
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,Black Steel B,,,Nursing Grade,,,,,14:350850#Black Steel B;5:100009342#Nursing Grade,218.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,127.17,42.39,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S82fa1fbaf2934aab837f306d919588c2y.webp?v=1773402504,11,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/Sce36a459deb3436088db138c19fd3853K.webp?v=1773402504,kg,,42.39,active
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,Silver Steel Belt,,,Nursing Grade,,,,,14:350853#Silver Steel Belt;5:100009342#Nursing Grade,218.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,126.54,42.18,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/Sa22170dd7ff849759ce58100f75e92ffO.webp?v=1773402504,12,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S58c37a0c710f438fb8c9c7f0f2fb5806z.webp?v=1773402504,kg,,42.18,active
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,Black Steel Belt,,,Nursing Grade,,,,,14:496#Black Steel Belt;5:100009342#Nursing Grade,218.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,126.54,42.18,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S2064db89bffc4dd293242f806629f765E.webp?v=1773402504,13,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S8f2a765c12c4476fba107697c500119bR.webp?v=1773402504,kg,,42.18,active
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,Silver Mesh Belt,,,Nursing Grade,,,,,14:1052#Silver Mesh Belt;5:100009342#Nursing Grade,218.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,123.60,41.20,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S1ee70e27f98d4fc88b7e206b947a88bbA.webp?v=1773402504,14,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S696cf5393fde48b2b938582dad624359k.webp?v=1773402504,kg,,41.20,active
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,Black Mesh Belt,,,Nursing Grade,,,,,14:366#Black Mesh Belt;5:100009342#Nursing Grade,218.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,124.08,41.36,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S87cd9984e9084c619343186b89701ec4T.webp?v=1773402504,15,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/Sa22170dd7ff849759ce58100f75e92ffO.webp?v=1773402504,kg,,41.36,active
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,Brown Leather,,,Nursing Grade,,,,,14:173#Brown Leather;5:100009342#Nursing Grade,218.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,121.77,40.59,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S58c37a0c710f438fb8c9c7f0f2fb5806z.webp?v=1773402504,16,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S2064db89bffc4dd293242f806629f765E.webp?v=1773402504,kg,,40.59,active
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,Black Leather,,,Nursing Grade,,,,,14:691#Black Leather;5:100009342#Nursing Grade,218.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,121.74,40.58,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S8f2a765c12c4476fba107697c500119bR.webp?v=1773402504,17,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/Se3e94d5031dd4379b7f100312b45e14cp.webp?v=1773402504,kg,,40.58,active
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,Blue,,,Nursing Grade,,,,,14:10#Blue;5:100009342#Nursing Grade,218.0,Dsers-fulfillment-service,deny,Dsers-fulfillment-service,116.91,38.97,true,false,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S696cf5393fde48b2b938582dad624359k.webp?v=1773402504,18,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/Se24cd7ae0dd94cd28c023e8e23d591f9S.webp?v=1773402504,kg,,38.97,active
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S1181a43852f746a6ae330cd5e18eaf5ai.webp?v=1773402504,19,,,,,,,,,,,,,,,,,,,,,,,,
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/S7d1a9689edd54ca695a85274ec25a8d2B.webp?v=1773402505,20,,,,,,,,,,,,,,,,,,,,,,,,
2026-new-smart-watch-2-04-inch-amoled-screen-bluetooth-call-ip68-waterproof-650ma-sports-smartwatches-men-android-military-grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0733/6342/3386/files/Sf543f36e2dae4332ac6c2f70c0078965n.webp?v=1773402504,21,,,,,,,,,,,,,,,,,,,,,,,,
